product_id,product_name,category,product_type,product_url,reference_price,reference_commission_rate,search_volume,search_growth_7d,social_mentions_7d,competitor_count,days_until_peak,seasonal_relevance
P0887,Synthetic Summer Gadgets Product 887,Summer Gadgets,subscription,https://example.com/products/p0887,7.91,0.3156,64374,-21,4863,8,90,94
P0888,Synthetic Beauty Product 888,Beauty,software,https://example.com/products/p0888,218.98,0.525,78201,65,9494,119,33,30
P0889,Synthetic Summer Gadgets Product 889,Summer Gadgets,physical,https://example.com/products/p0889,417.18,0.0111,42506,40,844,59,89,98
P0890,Synthetic Summer Gadgets Product 890,Summer Gadgets,physical,https://example.com/products/p0890,330.24,0.3712,133216,-4,12018,3,63,48
P0891,Synthetic Creator Tools Product 891,Creator Tools,service,https://example.com/products/p0891,129.04,0.3214,1846,60,9069,72,87,29
P0892,Synthetic Fitness Product 892,Fitness,physical,https://example.com/products/p0892,124.66,0.157,23781,12,9183,87,35,8
P0893,Synthetic Travel Product 893,Travel,physical,https://example.com/products/p0893,124.89,0.3042,13552,17,9985,154,81,97
P0894,Synthetic Home Office Product 894,Home Office,mobile_app,https://example.com/products/p0894,56.79,0.0222,28534,-70,2571,29,4,85
P0895,Synthetic Productivity Product 895,Productivity,software,https://example.com/products/p0895,137.28,0.3465,4250,12,8306,132,14,73
P0896,Synthetic Pet Care Product 896,Pet Care,membership,https://example.com/products/p0896,341.72,0.3951,146145,-49,6815,96,47,40
P0897,Synthetic Productivity Product 897,Productivity,service,https://example.com/products/p0897,216.01,0.1768,91224,-42,3686,38,57,97
P0898,Synthetic Summer Gadgets Product 898,Summer Gadgets,course,https://example.com/products/p0898,97.52,0.4244,112742,18,7013,7,56,73
P0899,Synthetic Personal Finance Product 899,Personal Finance,digital_download,https://example.com/products/p0899,240.99,0.5257,30792,12,7934,83,36,92
P0900,Synthetic Gaming Product 900,Gaming,mobile_app,https://example.com/products/p0900,15.22,0.139,99662,76,221,154,26,34
P0901,Synthetic Fitness Product 901,Fitness,physical,https://example.com/products/p0901,227.04,0.3073,54852,-38,4813,81,80,47
P0902,Synthetic Fitness Product 902,Fitness,mobile_app,https://example.com/products/p0902,196.25,0.5166,39289,12,6424,110,52,40
P0903,Synthetic Creator Tools Product 903,Creator Tools,physical,https://example.com/products/p0903,30.76,0.5236,76869,36,330,56,61,81
P0904,Synthetic Personal Finance Product 904,Personal Finance,service,https://example.com/products/p0904,14.58,0.1704,141608,18,4090,120,51,87
P0905,Synthetic Career Software Product 905,Career Software,subscription,https://example.com/products/p0905,7.38,0.2883,131106,-65,1883,72,4,59
P0906,Synthetic Creator Tools Product 906,Creator Tools,physical,https://example.com/products/p0906,149.42,0.1631,2949,51,6561,40,34,9
P0907,Synthetic Travel Product 907,Travel,course,https://example.com/products/p0907,18.45,0.1559,2357,66,8619,60,15,1
P0908,Synthetic Productivity Product 908,Productivity,subscription,https://example.com/products/p0908,204.74,0.3323,135416,81,7387,106,21,60
P0909,Synthetic Fitness Product 909,Fitness,course,https://example.com/products/p0909,261.82,0.1057,105900,25,10385,142,37,94
P0910,Synthetic Career Software Product 910,Career Software,physical,https://example.com/products/p0910,318.59,0.0567,119176,-40,7579,24,33,15
P0911,Synthetic Gaming Product 911,Gaming,digital_download,https://example.com/products/p0911,115.93,0.4454,143126,-50,12946,147,23,37
P0912,Synthetic Home Office Product 912,Home Office,mobile_app,https://example.com/products/p0912,375.05,0.3303,24749,49,11038,150,85,29
P0913,Synthetic Home Office Product 913,Home Office,service,https://example.com/products/p0913,68.44,0.4255,21274,47,13157,154,35,6
P0914,Synthetic Travel Product 914,Travel,software,https://example.com/products/p0914,264.11,0.0238,110663,-39,13743,146,1,92
P0915,Synthetic Personal Finance Product 915,Personal Finance,service,https://example.com/products/p0915,120.13,0.1385,109130,12,2418,126,36,40
P0916,Synthetic Personal Finance Product 916,Personal Finance,membership,https://example.com/products/p0916,438.6,0.1415,116517,79,2190,73,73,76
P0917,Synthetic Fitness Product 917,Fitness,software,https://example.com/products/p0917,152.36,0.3561,22818,-57,12340,131,47,61
P0918,Synthetic Summer Gadgets Product 918,Summer Gadgets,membership,https://example.com/products/p0918,148.32,0.136,76902,-32,11686,35,53,0
P0919,Synthetic Fitness Product 919,Fitness,membership,https://example.com/products/p0919,364.76,0.4355,20723,-34,8927,63,70,73
P0920,Synthetic Fitness Product 920,Fitness,software,https://example.com/products/p0920,300.85,0.0694,75102,90,1289,13,66,22
P0921,Synthetic Fitness Product 921,Fitness,membership,https://example.com/products/p0921,245.81,0.5149,19315,67,3419,156,67,90
P0922,Synthetic Home Office Product 922,Home Office,course,https://example.com/products/p0922,403.13,0.2569,98577,-64,8175,116,37,51
P0923,Synthetic Gaming Product 923,Gaming,subscription,https://example.com/products/p0923,399.36,0.1769,134150,60,14195,116,26,2
P0924,Synthetic Home Office Product 924,Home Office,membership,https://example.com/products/p0924,61.36,0.1563,57137,46,15,156,70,52
P0925,Synthetic Summer Gadgets Product 925,Summer Gadgets,membership,https://example.com/products/p0925,218.89,0.1422,137637,-21,7549,132,61,44
P0926,Synthetic Creator Tools Product 926,Creator Tools,mobile_app,https://example.com/products/p0926,256.58,0.2085,67910,-57,10292,47,65,46
P0927,Synthetic Summer Gadgets Product 927,Summer Gadgets,physical,https://example.com/products/p0927,108.49,0.2841,99977,-65,4474,26,7,57
P0928,Synthetic Fitness Product 928,Fitness,subscription,https://example.com/products/p0928,113.84,0.5781,93534,-29,14076,77,21,15
P0929,Synthetic Home Office Product 929,Home Office,digital_download,https://example.com/products/p0929,148.72,0.5948,117665,29,9337,20,56,37
P0930,Synthetic Creator Tools Product 930,Creator Tools,service,https://example.com/products/p0930,396.23,0.1998,90070,9,2805,150,59,28
P0931,Synthetic Summer Gadgets Product 931,Summer Gadgets,membership,https://example.com/products/p0931,21.89,0.2281,112339,81,11058,151,29,7
P0932,Synthetic Beauty Product 932,Beauty,digital_download,https://example.com/products/p0932,348.33,0.5556,49177,-11,219,129,10,90
P0933,Synthetic Personal Finance Product 933,Personal Finance,software,https://example.com/products/p0933,298.76,0.2672,123297,-2,9003,121,3,0
P0934,Synthetic Education Product 934,Education,subscription,https://example.com/products/p0934,235.18,0.3175,41941,39,1970,119,40,71
P0935,Synthetic Travel Product 935,Travel,membership,https://example.com/products/p0935,489.52,0.0308,20162,78,1772,124,27,53
P0936,Synthetic Productivity Product 936,Productivity,service,https://example.com/products/p0936,13.14,0.5741,137084,-45,12267,110,58,51
P0937,Synthetic Travel Product 937,Travel,course,https://example.com/products/p0937,269.87,0.1119,27467,11,5177,10,55,13
P0938,Synthetic Career Software Product 938,Career Software,course,https://example.com/products/p0938,477.73,0.3417,18826,-56,4092,93,90,94
P0939,Synthetic Gaming Product 939,Gaming,mobile_app,https://example.com/products/p0939,447.12,0.0442,92094,-27,5471,113,67,63
P0940,Synthetic Education Product 940,Education,subscription,https://example.com/products/p0940,488.23,0.519,1426,77,1207,25,78,41
P0941,Synthetic Personal Finance Product 941,Personal Finance,service,https://example.com/products/p0941,388.43,0.4301,16886,21,2144,33,44,85
P0942,Synthetic Beauty Product 942,Beauty,software,https://example.com/products/p0942,307.22,0.2827,50060,31,1403,108,51,19
P0943,Synthetic Travel Product 943,Travel,physical,https://example.com/products/p0943,287.66,0.4556,14349,21,13128,46,49,11
P0944,Synthetic Creator Tools Product 944,Creator Tools,digital_download,https://example.com/products/p0944,162.93,0.462,117389,40,4211,137,76,50
P0945,Synthetic Personal Finance Product 945,Personal Finance,physical,https://example.com/products/p0945,476.63,0.3746,48040,79,12967,91,80,47
P0946,Synthetic Home Office Product 946,Home Office,physical,https://example.com/products/p0946,54.52,0.0464,140265,25,39,147,68,99
P0947,Synthetic Summer Gadgets Product 947,Summer Gadgets,digital_download,https://example.com/products/p0947,303.7,0.1979,102529,82,14230,142,76,81
P0948,Synthetic Beauty Product 948,Beauty,software,https://example.com/products/p0948,48.34,0.5585,2433,19,1494,154,51,57
P0949,Synthetic Pet Care Product 949,Pet Care,software,https://example.com/products/p0949,129.88,0.4918,96595,18,5655,107,56,88
P0950,Synthetic Beauty Product 950,Beauty,service,https://example.com/products/p0950,101.03,0.4366,55620,25,6263,20,86,57
P0951,Synthetic Gaming Product 951,Gaming,service,https://example.com/products/p0951,210.88,0.0404,118870,-55,4993,3,39,98
P0952,Synthetic Career Software Product 952,Career Software,digital_download,https://example.com/products/p0952,416.71,0.4801,101294,1,9967,35,54,31
P0953,Synthetic Personal Finance Product 953,Personal Finance,subscription,https://example.com/products/p0953,130.08,0.1881,118056,80,829,41,21,85
P0954,Synthetic Education Product 954,Education,subscription,https://example.com/products/p0954,374.34,0.4493,110938,23,4382,144,31,62
P0955,Synthetic Creator Tools Product 955,Creator Tools,mobile_app,https://example.com/products/p0955,328.45,0.0672,120017,-56,11226,66,40,83
P0956,Synthetic Productivity Product 956,Productivity,mobile_app,https://example.com/products/p0956,476.75,0.3684,76775,29,12744,100,84,7
P0957,Synthetic Fitness Product 957,Fitness,mobile_app,https://example.com/products/p0957,250.49,0.4572,88461,33,12959,151,38,68
P0958,Synthetic Gaming Product 958,Gaming,physical,https://example.com/products/p0958,59.66,0.2792,9410,20,8493,65,15,27
P0959,Synthetic Productivity Product 959,Productivity,digital_download,https://example.com/products/p0959,214.02,0.4095,18675,48,3921,79,81,13
P0960,Synthetic Travel Product 960,Travel,software,https://example.com/products/p0960,381.29,0.4614,143101,-6,3154,139,74,0
P0961,Synthetic Creator Tools Product 961,Creator Tools,subscription,https://example.com/products/p0961,351.23,0.5117,80142,41,10407,147,73,93
P0962,Synthetic Pet Care Product 962,Pet Care,physical,https://example.com/products/p0962,54.13,0.3928,33709,10,8368,134,89,39
P0963,Synthetic Pet Care Product 963,Pet Care,service,https://example.com/products/p0963,81.71,0.269,35481,-42,8892,88,15,94
P0964,Synthetic Gaming Product 964,Gaming,subscription,https://example.com/products/p0964,140.99,0.1695,71792,-26,1742,11,71,45
P0965,Synthetic Career Software Product 965,Career Software,software,https://example.com/products/p0965,212.54,0.2005,47450,-66,14859,124,89,76
P0966,Synthetic Beauty Product 966,Beauty,subscription,https://example.com/products/p0966,269.67,0.0859,137335,35,5498,42,38,64
P0967,Synthetic Creator Tools Product 967,Creator Tools,membership,https://example.com/products/p0967,344.04,0.2092,101588,11,11743,20,53,62
P0968,Synthetic Productivity Product 968,Productivity,subscription,https://example.com/products/p0968,179.27,0.0337,65784,-39,1529,7,12,68
P0969,Synthetic Travel Product 969,Travel,membership,https://example.com/products/p0969,244.8,0.491,29548,86,10979,157,70,56
P0970,Synthetic Pet Care Product 970,Pet Care,subscription,https://example.com/products/p0970,459.15,0.3851,91534,-56,12188,115,63,66
P0971,Synthetic Summer Gadgets Product 971,Summer Gadgets,course,https://example.com/products/p0971,183.73,0.4866,85209,33,12291,124,70,11
P0972,Synthetic Beauty Product 972,Beauty,mobile_app,https://example.com/products/p0972,406.65,0.5588,110605,-67,7948,23,31,80
P0973,Synthetic Creator Tools Product 973,Creator Tools,mobile_app,https://example.com/products/p0973,344.43,0.3875,50710,9,32,137,67,65
P0974,Synthetic Beauty Product 974,Beauty,physical,https://example.com/products/p0974,404.98,0.2809,147445,37,12221,52,77,44
P0975,Synthetic Home Office Product 975,Home Office,digital_download,https://example.com/products/p0975,93.16,0.0325,81870,45,11511,20,43,34
P0976,Synthetic Home Office Product 976,Home Office,subscription,https://example.com/products/p0976,118.69,0.3284,99455,-59,10271,4,42,53
P0977,Synthetic Productivity Product 977,Productivity,service,https://example.com/products/p0977,315.94,0.3423,127711,87,12971,74,22,41
P0978,Synthetic Productivity Product 978,Productivity,course,https://example.com/products/p0978,185.93,0.5646,32198,-53,6169,112,10,10
P0979,Synthetic Home Office Product 979,Home Office,membership,https://example.com/products/p0979,479.72,0.4254,86485,40,14108,118,80,96
P0980,Synthetic Pet Care Product 980,Pet Care,mobile_app,https://example.com/products/p0980,469.44,0.2726,119508,-47,4730,13,15,29
P0981,Synthetic Travel Product 981,Travel,service,https://example.com/products/p0981,214.27,0.4594,141873,-44,8582,88,9,75
P0982,Synthetic Creator Tools Product 982,Creator Tools,membership,https://example.com/products/p0982,451.58,0.1336,22843,40,819,109,66,77
P0983,Synthetic Creator Tools Product 983,Creator Tools,digital_download,https://example.com/products/p0983,315.93,0.3903,143734,-47,5180,89,42,61
P0984,Synthetic Pet Care Product 984,Pet Care,course,https://example.com/products/p0984,320.38,0.2194,92608,69,11023,119,10,48
P0985,Synthetic Pet Care Product 985,Pet Care,course,https://example.com/products/p0985,362.89,0.3258,114942,24,8685,50,17,61
P0986,Synthetic Career Software Product 986,Career Software,software,https://example.com/products/p0986,191.45,0.5487,11237,73,12704,114,5,58
P0987,Synthetic Home Office Product 987,Home Office,membership,https://example.com/products/p0987,46.2,0.5969,30318,-27,4658,69,11,16
P0988,Synthetic Summer Gadgets Product 988,Summer Gadgets,physical,https://example.com/products/p0988,241.76,0.2866,139050,-10,12297,92,23,67
P0989,Synthetic Productivity Product 989,Productivity,course,https://example.com/products/p0989,489.56,0.1136,125424,27,5502,5,85,40
P0990,Synthetic Fitness Product 990,Fitness,membership,https://example.com/products/p0990,441.66,0.1648,106803,-32,3390,68,43,9
P0991,Synthetic Personal Finance Product 991,Personal Finance,subscription,https://example.com/products/p0991,23.2,0.3315,78588,-17,13311,79,34,29
P0992,Synthetic Personal Finance Product 992,Personal Finance,course,https://example.com/products/p0992,23.53,0.2301,330,55,466,54,73,10
P0993,Synthetic Creator Tools Product 993,Creator Tools,digital_download,https://example.com/products/p0993,155.27,0.0268,138586,-59,11952,21,9,20
P0994,Synthetic Education Product 994,Education,mobile_app,https://example.com/products/p0994,291.66,0.3255,11992,-10,4763,6,39,3
P0995,Synthetic Gaming Product 995,Gaming,service,https://example.com/products/p0995,185.73,0.5818,33109,76,8689,32,1,61
P0996,Synthetic Pet Care Product 996,Pet Care,physical,https://example.com/products/p0996,153.36,0.3489,120519,58,875,123,87,96
P0997,Synthetic Productivity Product 997,Productivity,membership,https://example.com/products/p0997,371.73,0.4343,75104,23,2405,2,12,69
P0998,Synthetic Career Software Product 998,Career Software,membership,https://example.com/products/p0998,273.36,0.1214,92818,73,14470,77,87,44
P0999,Synthetic Beauty Product 999,Beauty,mobile_app,https://example.com/products/p0999,138.77,0.0196,90608,84,14850,30,87,90
P1000,Synthetic Gaming Product 1000,Gaming,software,https://example.com/products/p1000,479.03,0.5854,136953,46,6699,39,89,2
